reviewProConsIdx,reviewIdx,prosIdx,consIdx
42508,42508,2,3
42509,42509,4,4
42510,42510,6,6
42511,42511,1,3
42512,42512,3,5
42513,42513,4,6
42514,42514,3,4
42515,42515,2,2
42516,42516,2,5
42517,42517,1,2
42518,42518,2,5
42519,42519,6,5
42520,42520,6,5
42521,42521,5,7
42522,42522,5,3
42523,42523,2,1
42524,42524,3,4
42525,42525,2,1
42526,42526,4,4
42527,42527,3,3
42528,42528,1,6
42529,42529,2,6
42530,42530,4,4
42531,42531,1,4
42532,42532,6,2
42533,42533,5,8
42534,42534,1,6
42535,42535,1,2
42536,42536,4,3
42537,42537,6,1
42538,42538,6,6
42539,42539,2,2
42540,42540,4,1
42541,42541,6,8
42542,42542,4,7
42543,42543,4,5
42544,42544,2,3
42545,42545,3,4
42546,42546,1,3
42547,42547,1,2
42548,42548,3,3
42549,42549,2,6
42550,42550,1,2
42551,42551,6,3
42552,42552,4,6
42553,42553,1,6
42554,42554,5,4
42555,42555,6,4
42556,42556,4,5
42557,42557,1,2
42558,42558,3,3
42559,42559,1,1
42560,42560,1,5
42561,42561,4,4
42562,42562,1,6
42563,42563,4,3
42564,42564,1,5
42565,42565,5,1
42566,42566,1,6
42567,42567,1,3
42568,42568,1,1
42569,42569,2,5
42570,42570,5,4
42571,42571,5,4
42572,42572,4,5
42573,42573,3,2
42574,42574,4,6
42575,42575,2,1
42576,42576,1,4
42577,42577,2,3
42578,42578,1,8
42579,42579,3,4
42580,42580,5,2
42581,42581,4,1
42582,42582,5,4
42583,42583,5,4
42584,42584,2,2
42585,42585,3,8
42586,42586,1,3
42587,42587,3,7
42588,42588,3,6
42589,42589,5,5
42590,42590,2,7
42591,42591,3,3
42592,42592,4,2
42593,42593,1,8
42594,42594,1,5
42595,42595,1,3
42596,42596,6,5
42597,42597,3,5
42598,42598,6,5
42599,42599,3,8
42600,42600,2,4
42601,42601,2,3
42602,42602,6,3
42603,42603,3,3
42604,42604,2,6
42605,42605,1,7
42606,42606,4,3
42607,42607,2,2
42608,42608,3,7
42609,42609,1,2
42610,42610,5,6
42611,42611,6,4
42612,42612,5,1
42613,42613,1,1
42614,42614,5,4
42615,42615,5,5
42616,42616,2,1
42617,42617,6,2
42618,42618,2,2
42619,42619,3,4
42620,42620,6,4
42621,42621,1,8
42622,42622,5,1
42623,42623,1,6
42624,42624,4,2
42625,42625,2,4
42626,42626,2,3
42627,42627,4,6
42628,42628,3,2
42629,42629,5,5
42630,42630,1,2
42631,42631,1,1
42632,42632,2,4
42633,42633,1,1
42634,42634,3,7
42635,42635,5,5
42636,42636,2,3
42637,42637,3,7
42638,42638,1,5
42639,42639,5,4
42640,42640,4,5
42641,42641,2,8
42642,42642,4,7
42643,42643,5,4
42644,42644,1,6
42645,42645,3,2
42646,42646,4,7
42647,42647,4,4
42648,42648,3,3
42649,42649,4,8
42650,42650,5,4
42651,42651,1,5
42652,42652,6,3
42653,42653,5,3
42654,42654,6,1
42655,42655,2,6
42656,42656,3,4
42657,42657,5,3
42658,42658,4,1
42659,42659,6,7
42660,42660,3,7
42661,42661,1,5
42662,42662,4,1
42663,42663,4,7
42664,42664,2,3
42665,42665,3,8
42666,42666,5,4
42667,42667,4,6
42668,42668,5,8
42669,42669,5,5
42670,42670,6,5
42671,42671,4,6
42672,42672,5,6
42673,42673,1,8
42674,42674,4,4
42675,42675,1,1
42676,42676,3,6
42677,42677,3,7
42678,42678,6,6
42679,42679,6,3
42680,42680,5,4
42681,42681,2,4
42682,42682,6,2
42683,42683,1,1
42684,42684,1,4
42685,42685,3,3
42686,42686,2,3
42687,42687,2,6
42688,42688,4,3
42689,42689,3,2
42690,42690,2,3
42691,42691,5,3
42692,42692,3,3
42693,42693,5,3
42694,42694,4,5
42695,42695,5,2
42696,42696,4,4
42697,42697,6,4
42698,42698,3,4
42699,42699,6,1
42700,42700,4,4
42701,42701,4,8
42702,42702,1,1
42703,42703,2,7
42704,42704,4,4
42705,42705,6,3
42706,42706,2,6
42707,42707,6,4
42708,42708,4,2
42709,42709,3,5
42710,42710,1,2
42711,42711,2,1
42712,42712,1,4
42713,42713,2,2
42714,42714,2,1
42715,42715,3,8
42716,42716,4,6
42717,42717,1,3
42718,42718,4,8
42719,42719,1,7
42720,42720,2,4
42721,42721,2,7
42722,42722,1,1
42723,42723,3,8
42724,42724,6,7
42725,42725,4,2
42726,42726,3,8
42727,42727,2,3
42728,42728,5,5
42729,42729,4,1
42730,42730,6,1
42731,42731,1,8
42732,42732,4,6
42733,42733,3,6
42734,42734,2,4
42735,42735,4,6
42736,42736,2,1
42737,42737,5,5
42738,42738,1,1
42739,42739,4,2
42740,42740,1,7
42741,42741,2,6
42742,42742,5,3
42743,42743,5,5
42744,42744,3,1
42745,42745,6,2
42746,42746,4,6
42747,42747,3,4
42748,42748,3,7
42749,42749,5,3
42750,42750,1,1
42751,42751,2,3
42752,42752,5,1
42753,42753,6,6
42754,42754,4,4
42755,42755,5,6
42756,42756,4,3
42757,42757,6,4
42758,42758,3,4
42759,42759,5,7
42760,42760,4,2
42761,42761,4,6
42762,42762,6,3
42763,42763,2,7
42764,42764,4,6
42765,42765,1,7
42766,42766,6,7
42767,42767,4,6
42768,42768,1,2
42769,42769,2,3
42770,42770,5,5
42771,42771,2,8
42772,42772,5,8
42773,42773,1,3
42774,42774,1,1
42775,42775,4,1
42776,42776,6,7
42777,42777,4,8
42778,42778,4,7
42779,42779,3,5
42780,42780,2,1
42781,42781,4,3
42782,42782,6,1
42783,42783,6,3
42784,42784,2,4
42785,42785,2,8
42786,42786,5,4
42787,42787,5,2
42788,42788,6,8
42789,42789,4,2
42790,42790,1,6
42791,42791,6,7
42792,42792,1,1
42793,42793,6,5
42794,42794,3,4
42795,42795,3,7
42796,42796,2,6
42797,42797,5,5
42798,42798,1,4
42799,42799,5,2
42800,42800,5,4
42801,42801,1,3
42802,42802,5,6
42803,42803,2,4
42804,42804,5,4
42805,42805,4,8
42806,42806,3,1
42807,42807,4,7
42808,42808,1,3
42809,42809,1,4
42810,42810,5,6
42811,42811,3,3
42812,42812,5,3
42813,42813,6,1
42814,42814,4,8
42815,42815,4,2
42816,42816,2,2
42817,42817,4,3
42818,42818,6,2
42819,42819,6,5
42820,42820,4,6
42821,42821,1,6
42822,42822,2,2
42823,42823,2,3
42824,42824,3,1
42825,42825,3,4
42826,42826,5,4
42827,42827,5,3
42828,42828,5,2
42829,42829,6,6
42830,42830,2,7
42831,42831,1,2
42832,42832,5,8
42833,42833,6,4
42834,42834,2,1
42835,42835,5,4
42836,42836,3,6
42837,42837,2,7
42838,42838,1,5
42839,42839,4,5
42840,42840,1,3
42841,42841,2,6
42842,42842,5,1
42843,42843,1,7
42844,42844,5,8
42845,42845,5,5
42846,42846,5,2
42847,42847,5,5
42848,42848,1,2
42849,42849,5,1
42850,42850,5,5
42851,42851,4,1
42852,42852,3,5
42853,42853,4,1
42854,42854,1,7
42855,42855,6,8
42856,42856,2,2
42857,42857,4,3
42858,42858,2,1
42859,42859,2,5
42860,42860,1,7
42861,42861,2,7
42862,42862,2,4
42863,42863,1,5
42864,42864,6,2
42865,42865,3,5
42866,42866,3,4
42867,42867,3,8
42868,42868,3,6
42869,42869,4,1
42870,42870,5,3
42871,42871,4,5
42872,42872,3,7
42873,42873,1,7
42874,42874,5,4
42875,42875,6,5
42876,42876,3,7
42877,42877,3,6
42878,42878,1,8
42879,42879,5,3
42880,42880,1,7
42881,42881,6,8
42882,42882,1,8
42883,42883,3,4
42884,42884,6,5
42885,42885,2,7
42886,42886,4,8
42887,42887,3,7
42888,42888,3,6
42889,42889,2,3
42890,42890,6,1
42891,42891,2,2
42892,42892,5,7
42893,42893,1,1
42894,42894,6,3
42895,42895,4,6
42896,42896,1,4
42897,42897,5,3
42898,42898,2,3
42899,42899,3,7
42900,42900,3,6
42901,42901,1,1
42902,42902,4,8
42903,42903,4,5
42904,42904,4,8
42905,42905,5,8
42906,42906,1,3
42907,42907,5,3
42908,42908,3,4
42909,42909,1,6
42910,42910,4,3
42911,42911,2,5
42912,42912,2,4
42913,42913,4,7
42914,42914,2,6
42915,42915,1,5
42916,42916,2,1
42917,42917,6,7
42918,42918,3,8
42919,42919,5,8
42920,42920,4,6
42921,42921,4,2
42922,42922,3,4
42923,42923,1,4
42924,42924,2,6
42925,42925,2,1
42926,42926,5,6
42927,42927,4,7
42928,42928,5,6
42929,42929,4,1
42930,42930,5,7
42931,42931,5,2
42932,42932,3,6
42933,42933,6,4
42934,42934,4,4
42935,42935,2,3
42936,42936,4,6
42937,42937,1,7
42938,42938,3,8
42939,42939,4,1
42940,42940,4,5
42941,42941,5,3
42942,42942,6,2
42943,42943,4,3
42944,42944,3,8
42945,42945,2,3
42946,42946,4,3
42947,42947,3,6
42948,42948,5,1
42949,42949,3,6
42950,42950,3,2
42951,42951,3,1
42952,42952,2,4
42953,42953,4,2
42954,42954,3,8
42955,42955,5,2
42956,42956,3,6
42957,42957,5,6
42958,42958,5,8
42959,42959,1,1
42960,42960,5,7
42961,42961,5,6
42962,42962,2,4
42963,42963,3,3
42964,42964,4,1
42965,42965,6,6
42966,42966,5,4
42967,42967,4,3
42968,42968,1,4
42969,42969,2,2
42970,42970,1,6
42971,42971,1,8
42972,42972,3,1
42973,42973,3,5
42974,42974,1,4
42975,42975,2,5
42976,42976,4,5
42977,42977,3,3
42978,42978,5,7
42979,42979,2,4
42980,42980,2,8
42981,42981,1,2
42982,42982,1,8
42983,42983,5,2
42984,42984,4,5
42985,42985,5,1
42986,42986,1,5
42987,42987,4,1
42988,42988,2,1
42989,42989,1,4
42990,42990,3,1
42991,42991,4,3
42992,42992,5,6
42993,42993,4,4
42994,42994,1,2
42995,42995,2,6
42996,42996,4,7
42997,42997,4,3
42998,42998,3,2
42999,42999,1,4
43000,43000,1,8
43001,43001,5,1
43002,43002,1,4
43003,43003,4,6
43004,43004,4,8
43005,43005,3,6
43006,43006,1,1
43007,43007,5,8
43008,43008,4,7
43009,43009,3,7
43010,43010,1,4
43011,43011,1,6
43012,43012,1,5
43013,43013,3,4
43014,43014,1,3
43015,43015,4,7
43016,43016,5,4
43017,43017,5,2
43018,43018,5,1
43019,43019,2,7
43020,43020,3,5
43021,43021,5,7
43022,43022,4,1
43023,43023,5,4
43024,43024,3,1
43025,43025,2,3
43026,43026,4,5
43027,43027,2,2
43028,43028,2,3
43029,43029,2,5
43030,43030,3,8
43031,43031,5,1
43032,43032,5,4
43033,43033,2,1
43034,43034,5,6
43035,43035,4,7
43036,43036,1,3
43037,43037,5,1
43038,43038,6,5
43039,43039,5,4
43040,43040,2,3
43041,43041,4,5
43042,43042,4,4
43043,43043,6,7
43044,43044,5,2
43045,43045,6,5
43046,43046,4,1
43047,43047,4,3
43048,43048,4,2
43049,43049,5,1
43050,43050,4,8
43051,43051,5,6
43052,43052,4,7
43053,43053,2,3
43054,43054,4,1
43055,43055,2,6
43056,43056,3,4
43057,43057,5,2
43058,43058,3,3
43059,43059,3,6
43060,43060,2,4
43061,43061,2,2
43062,43062,5,8
43063,43063,1,1
43064,43064,2,6
43065,43065,2,2
43066,43066,3,4
43067,43067,1,2
43068,43068,1,1
43069,43069,5,5
43070,43070,4,1
43071,43071,3,5
43072,43072,5,6
43073,43073,4,6
43074,43074,3,2
43075,43075,2,7
43076,43076,4,6
43077,43077,6,2
43078,43078,5,3
43079,43079,2,7
43080,43080,4,8
43081,43081,5,8
43082,43082,1,6
43083,43083,5,5
43084,43084,1,4
43085,43085,2,2
43086,43086,2,4
43087,43087,2,3
43088,43088,6,5
43089,43089,2,4
43090,43090,1,1
43091,43091,5,7
43092,43092,3,2
43093,43093,4,6
43094,43094,3,6
43095,43095,1,1
43096,43096,2,3
43097,43097,6,1
43098,43098,4,2
43099,43099,2,8
43100,43100,3,4
43101,43101,5,1
43102,43102,3,7
43103,43103,1,3
43104,43104,3,7
43105,43105,5,1
43106,43106,5,4
43107,43107,4,6
43108,43108,3,3
43109,43109,3,7
43110,43110,1,3
43111,43111,5,7
43112,43112,5,1
43113,43113,2,8
43114,43114,4,3
43115,43115,6,6
43116,43116,5,8
43117,43117,2,2
43118,43118,3,1
43119,43119,1,4
43120,43120,4,7
43121,43121,1,7
43122,43122,3,2
43123,43123,2,5
43124,43124,5,4
43125,43125,3,1
43126,43126,6,6
43127,43127,6,6
43128,43128,5,2
43129,43129,3,7
43130,43130,1,7
43131,43131,1,4
43132,43132,3,6
43133,43133,4,2
43134,43134,3,7
43135,43135,2,2
43136,43136,3,4
43137,43137,3,4
43138,43138,1,3
43139,43139,1,5
43140,43140,3,3
43141,43141,4,8
43142,43142,5,3
43143,43143,4,5
43144,43144,2,4
43145,43145,4,2
43146,43146,2,2
43147,43147,1,7
43148,43148,4,4
43149,43149,3,1
43150,43150,3,3
43151,43151,4,1
43152,43152,5,7
43153,43153,1,4
43154,43154,5,8
43155,43155,3,4
43156,43156,6,4
43157,43157,2,6
43158,43158,4,5
43159,43159,4,3
43160,43160,5,1
43161,43161,2,8
43162,43162,4,7
43163,43163,6,5
43164,43164,6,3
43165,43165,5,1
43166,43166,3,8
43167,43167,3,1
43168,43168,1,2
43169,43169,2,6
43170,43170,6,1
43171,43171,3,2
43172,43172,4,8
43173,43173,4,6
43174,43174,4,7
43175,43175,6,8
43176,43176,5,3
43177,43177,3,7
43178,43178,4,6
43179,43179,4,3
43180,43180,5,8
43181,43181,4,4
43182,43182,5,5
43183,43183,4,5
43184,43184,3,2
43185,43185,5,7
43186,43186,2,2
43187,43187,4,1
43188,43188,3,8
43189,43189,2,8
43190,43190,2,2
43191,43191,5,2
43192,43192,3,5
43193,43193,5,8
43194,43194,1,4
43195,43195,5,7
43196,43196,4,6
43197,43197,1,6
43198,43198,5,4
43199,43199,5,6
43200,43200,5,5
43201,43201,3,8
43202,43202,6,5
43203,43203,3,1
43204,43204,6,3
43205,43205,1,5
43206,43206,2,8
43207,43207,4,8
43208,43208,1,1
43209,43209,2,6
43210,43210,3,7
43211,43211,2,4
43212,43212,2,2
43213,43213,3,4
43214,43214,5,6
43215,43215,4,4
43216,43216,5,3
43217,43217,1,1
43218,43218,1,3
43219,43219,1,8
43220,43220,2,4
43221,43221,1,1
43222,43222,3,4
43223,43223,5,3
43224,43224,3,4
43225,43225,2,4
43226,43226,1,5
43227,43227,4,1
43228,43228,3,3
43229,43229,2,8
43230,43230,1,5
43231,43231,3,8
43232,43232,2,1
43233,43233,4,7
43234,43234,5,4
43235,43235,1,2
43236,43236,4,8
43237,43237,4,5
43238,43238,1,1
43239,43239,5,1
43240,43240,2,2
43241,43241,1,6
43242,43242,3,8
43243,43243,3,3
43244,43244,5,2
43245,43245,2,2
43246,43246,3,1
43247,43247,5,7
43248,43248,2,7
43249,43249,3,3
43250,43250,5,5
43251,43251,2,3
43252,43252,4,8
43253,43253,3,2
43254,43254,1,1
43255,43255,4,7
43256,43256,4,5
43257,43257,3,1
43258,43258,2,2
43259,43259,5,2
43260,43260,2,4
43261,43261,1,8
43262,43262,1,1
43263,43263,4,6
43264,43264,1,8
43265,43265,4,4
43266,43266,3,7
43267,43267,5,7
43268,43268,4,3
43269,43269,1,1
43270,43270,3,7
43271,43271,4,1
43272,43272,3,4
43273,43273,1,2
43274,43274,4,2
43275,43275,2,2
43276,43276,5,4
43277,43277,4,6
43278,43278,5,3
43279,43279,5,3
43280,43280,4,7
43281,43281,5,8
43282,43282,5,6
43283,43283,3,3
43284,43284,1,5
43285,43285,3,2
43286,43286,5,5
43287,43287,1,8
43288,43288,1,6
43289,43289,3,7
43290,43290,2,5
43291,43291,3,3
43292,43292,4,8
43293,43293,3,7
43294,43294,5,6
43295,43295,2,7
43296,43296,2,7
43297,43297,3,7
43298,43298,3,4
43299,43299,5,6
43300,43300,5,1
43301,43301,2,2
43302,43302,4,8
43303,43303,2,3
43304,43304,5,2
43305,43305,3,3
43306,43306,1,2
43307,43307,2,5
43308,43308,4,7
43309,43309,5,3
43310,43310,5,8
43311,43311,2,3
43312,43312,5,7
43313,43313,2,8
43314,43314,4,6
43315,43315,2,8
43316,43316,1,1
43317,43317,4,1
43318,43318,1,3
43319,43319,1,6
43320,43320,2,1
43321,43321,4,2
43322,43322,5,4
43323,43323,1,7
43324,43324,2,7
43325,43325,3,3
43326,43326,4,8
43327,43327,5,1
43328,43328,5,8
43329,43329,4,8
43330,43330,3,1
43331,43331,5,3
43332,43332,3,4
43333,43333,3,3
43334,43334,5,5
43335,43335,2,7
43336,43336,4,8
43337,43337,3,4
43338,43338,2,6
43339,43339,5,4
43340,43340,3,3
43341,43341,3,4
43342,43342,5,3
43343,43343,4,5
43344,43344,1,5
43345,43345,1,2
43346,43346,1,3
43347,43347,1,3
43348,43348,4,8
43349,43349,2,7
43350,43350,4,2
43351,43351,3,2
43352,43352,2,4
43353,43353,1,1
43354,43354,2,8
43355,43355,3,2
43356,43356,4,6
43357,43357,3,8
43358,43358,4,2
43359,43359,5,4
43360,43360,5,3
43361,43361,4,7
43362,43362,3,5
43363,43363,4,8
43364,43364,5,8
43365,43365,1,6
43366,43366,4,3
43367,43367,3,8
43368,43368,2,3
43369,43369,1,8
43370,43370,4,5
43371,43371,5,8
43372,43372,1,3
43373,43373,4,7
43374,43374,3,7
43375,43375,3,4
43376,43376,2,4
43377,43377,4,2
43378,43378,3,3
43379,43379,1,4
43380,43380,1,4
43381,43381,6,4
43382,43382,3,8
43383,43383,4,1
43384,43384,3,5
43385,43385,6,7
43386,43386,5,2
43387,43387,2,4
43388,43388,3,5
43389,43389,5,3
43390,43390,2,3
43391,43391,3,3
43392,43392,6,2
43393,43393,3,5
43394,43394,3,6
43395,43395,2,5
43396,43396,4,5
43397,43397,2,3
43398,43398,3,7
43399,43399,4,2
43400,43400,2,8
43401,43401,2,7
43402,43402,2,3
43403,43403,6,3
43404,43404,3,8
43405,43405,1,2
43406,43406,2,5
43407,43407,4,8
43408,43408,3,6
43409,43409,2,7
43410,43410,2,1
43411,43411,1,4
43412,43412,1,4
43413,43413,4,2
43414,43414,2,7
43415,43415,5,1
43416,43416,6,2
43417,43417,4,8
43418,43418,4,6
43419,43419,3,3
43420,43420,1,2
43421,43421,5,7
43422,43422,4,4
43423,43423,3,8
43424,43424,2,1
43425,43425,5,2
43426,43426,1,6
43427,43427,4,4
43428,43428,1,1
43429,43429,2,3
43430,43430,4,6
43431,43431,1,7
43432,43432,5,8
43433,43433,2,4
43434,43434,2,8
43435,43435,2,1
43436,43436,5,2
43437,43437,1,8
43438,43438,1,4
43439,43439,5,7
43440,43440,3,2
43441,43441,3,1
43442,43442,5,1
43443,43443,6,3
43444,43444,4,8
43445,43445,3,1
43446,43446,6,4
43447,43447,6,8
43448,43448,2,2
43449,43449,5,8
43450,43450,3,3
43451,43451,1,3
43452,43452,4,3
43453,43453,2,8
43454,43454,3,7
43455,43455,4,2
43456,43456,4,2
43457,43457,1,8
43458,43458,3,7
43459,43459,1,6
43460,43460,3,2
43461,43461,2,8
43462,43462,1,8
43463,43463,2,1
43464,43464,2,3
43465,43465,1,3
43466,43466,6,4
43467,43467,3,7
43468,43468,5,1
43469,43469,1,7
43470,43470,1,3
43471,43471,1,2
43472,43472,4,2
43473,43473,3,4
43474,43474,2,6
43475,43475,2,4
43476,43476,2,8
43477,43477,2,7
43478,43478,4,1
43479,43479,5,5
43480,43480,1,4
43481,43481,2,1
43482,43482,3,2
43483,43483,3,2
43484,43484,1,7
43485,43485,3,4
43486,43486,2,3
43487,43487,3,5
43488,43488,3,2
43489,43489,1,1
43490,43490,5,5
43491,43491,5,1
43492,43492,4,4
43493,43493,4,4
43494,43494,5,1
43495,43495,3,6
43496,43496,2,6
43497,43497,4,6
43498,43498,2,2
43499,43499,4,5
43500,43500,4,4
43501,43501,4,7
43502,43502,4,7
43503,43503,6,1
43504,43504,4,6
43505,43505,2,4
43506,43506,2,8
43507,43507,5,3
43508,43508,5,2
43509,43509,1,4
43510,43510,2,1
43511,43511,2,3
43512,43512,6,6
43513,43513,4,2
43514,43514,2,6
43515,43515,6,2
43516,43516,2,8
43517,43517,5,5
43518,43518,2,4
43519,43519,5,3
43520,43520,5,7
43521,43521,5,8
43522,43522,1,4
43523,43523,1,2
43524,43524,5,7
43525,43525,5,3
43526,43526,4,3
43527,43527,5,6
43528,43528,2,6
43529,43529,1,4
43530,43530,4,6
43531,43531,5,4
43532,43532,5,5
43533,43533,5,4
43534,43534,2,3
43535,43535,1,8
43536,43536,1,8
43537,43537,2,2
43538,43538,4,6
43539,43539,5,5
43540,43540,5,2
43541,43541,1,3
43542,43542,5,6
43543,43543,6,5
43544,43544,3,8
43545,43545,1,6
43546,43546,5,3
43547,43547,5,3
43548,43548,4,8
43549,43549,4,8
43550,43550,4,4
43551,43551,1,6
43552,43552,5,5
43553,43553,5,1
43554,43554,4,1
43555,43555,1,7
43556,43556,1,8
43557,43557,1,4
43558,43558,2,8
43559,43559,1,7
43560,43560,1,4
43561,43561,1,8
43562,43562,3,8
43563,43563,1,2
43564,43564,4,5
43565,43565,1,4
43566,43566,5,8
43567,43567,6,8
43568,43568,1,2
43569,43569,6,1
43570,43570,5,5
43571,43571,5,5
43572,43572,2,2
43573,43573,6,6
43574,43574,4,6
43575,43575,3,1
43576,43576,4,4
43577,43577,3,1
43578,43578,5,5
43579,43579,2,3
43580,43580,6,7
43581,43581,1,5
43582,43582,4,3
43583,43583,2,6
43584,43584,4,1
43585,43585,3,8
43586,43586,3,5
43587,43587,5,2
43588,43588,3,2
43589,43589,4,8
43590,43590,4,2
43591,43591,4,1
43592,43592,2,2
43593,43593,2,5
43594,43594,2,6
43595,43595,3,4
43596,43596,1,6
43597,43597,4,3
43598,43598,5,3
43599,43599,5,7
43600,43600,1,8
43601,43601,4,3
43602,43602,2,8
43603,43603,5,8
43604,43604,4,5
43605,43605,5,5
43606,43606,1,6
43607,43607,3,2
43608,43608,4,4
43609,43609,5,2
43610,43610,2,8
43611,43611,3,3
43612,43612,4,6
43613,43613,2,4
43614,43614,4,6
43615,43615,5,3
43616,43616,4,2
43617,43617,1,7
43618,43618,1,5
43619,43619,1,8
43620,43620,1,6
43621,43621,2,5
43622,43622,1,5
43623,43623,6,2
43624,43624,4,6
43625,43625,4,2
43626,43626,2,8
43627,43627,4,3
43628,43628,5,1
43629,43629,5,6
43630,43630,1,3
43631,43631,4,8
43632,43632,1,5
43633,43633,3,7
43634,43634,2,4
43635,43635,2,3
43636,43636,2,7
43637,43637,4,6
43638,43638,1,8
43639,43639,4,5
43640,43640,1,4
43641,43641,5,4
43642,43642,1,3
43643,43643,4,7
43644,43644,3,6
43645,43645,2,7
43646,43646,3,1
43647,43647,2,6
43648,43648,5,5
43649,43649,4,3
43650,43650,4,6
43651,43651,6,2
43652,43652,3,3
43653,43653,2,1
43654,43654,3,3
43655,43655,1,2
43656,43656,3,8
43657,43657,4,4
43658,43658,1,2
43659,43659,1,5
43660,43660,3,2
43661,43661,4,7
43662,43662,2,3
43663,43663,4,1
43664,43664,6,2
43665,43665,5,5
43666,43666,3,7
43667,43667,4,3
43668,43668,4,2
43669,43669,1,1
43670,43670,4,4
43671,43671,5,5
43672,43672,1,3
43673,43673,6,4
43674,43674,3,3
43675,43675,2,4
43676,43676,4,7
43677,43677,2,2
43678,43678,4,6
43679,43679,4,1
43680,43680,1,6
43681,43681,4,1
43682,43682,4,4
43683,43683,3,5
43684,43684,2,7
43685,43685,3,6
43686,43686,6,3
43687,43687,2,6
43688,43688,3,1
43689,43689,1,2
43690,43690,1,3
43691,43691,3,6
43692,43692,5,4
43693,43693,5,1
43694,43694,4,6
43695,43695,4,3
43696,43696,3,4
43697,43697,2,3
43698,43698,1,1
43699,43699,5,5
43700,43700,3,1
43701,43701,6,1
43702,43702,1,6
43703,43703,1,3
43704,43704,5,7
43705,43705,2,3
43706,43706,4,3
43707,43707,4,8
43708,43708,1,2
43709,43709,6,2
43710,43710,3,8
43711,43711,3,3
43712,43712,3,2
43713,43713,5,4
43714,43714,1,1
43715,43715,2,6
43716,43716,6,1
43717,43717,4,1
43718,43718,2,7
43719,43719,2,1
43720,43720,3,6
43721,43721,2,7
43722,43722,1,8
43723,43723,1,4
43724,43724,1,1
43725,43725,4,7
43726,43726,4,4
43727,43727,6,7
43728,43728,4,8
43729,43729,4,1
43730,43730,5,2
43731,43731,2,3
43732,43732,6,8
43733,43733,1,3
43734,43734,5,6
43735,43735,4,3
43736,43736,1,1
43737,43737,3,7
43738,43738,3,7
43739,43739,5,6
43740,43740,5,3
43741,43741,2,2
43742,43742,1,1
43743,43743,3,2
43744,43744,5,6
43745,43745,3,7
43746,43746,3,2
43747,43747,4,3
43748,43748,4,7
43749,43749,5,4
43750,43750,2,2
43751,43751,2,2
43752,43752,3,3
43753,43753,5,7
43754,43754,2,4
43755,43755,3,8
43756,43756,2,8
43757,43757,4,2
43758,43758,5,3
43759,43759,3,4
43760,43760,5,6
43761,43761,5,7
43762,43762,4,3
43763,43763,4,8
43764,43764,1,7
43765,43765,1,6
43766,43766,2,6
43767,43767,5,2
43768,43768,3,8
43769,43769,2,4
43770,43770,4,5
43771,43771,2,2
43772,43772,1,8
43773,43773,5,1
43774,43774,2,6
43775,43775,1,4
43776,43776,3,8
43777,43777,3,6
43778,43778,3,4
43779,43779,4,2
43780,43780,3,6
43781,43781,5,8
43782,43782,4,1
43783,43783,1,6
43784,43784,1,3
43785,43785,3,5
43786,43786,3,5
43787,43787,4,3
43788,43788,3,3
43789,43789,1,5
43790,43790,2,6
43791,43791,3,6
43792,43792,5,1
43793,43793,1,7
43794,43794,5,6
43795,43795,1,8
43796,43796,1,3
43797,43797,2,3
43798,43798,5,3
43799,43799,4,2
43800,43800,6,4
43801,43801,1,5
43802,43802,5,5
43803,43803,5,7
43804,43804,3,4
43805,43805,4,3
43806,43806,1,3
43807,43807,3,5
43808,43808,3,1
43809,43809,2,3
43810,43810,3,5
43811,43811,3,6
43812,43812,4,5
43813,43813,2,1
43814,43814,3,7
43815,43815,2,7
43816,43816,3,8
43817,43817,5,5
43818,43818,2,4
43819,43819,1,6
43820,43820,2,8
43821,43821,5,8
43822,43822,6,1
43823,43823,5,8
43824,43824,3,8
43825,43825,1,6
43826,43826,1,1
43827,43827,5,4
43828,43828,3,1
43829,43829,5,3
43830,43830,3,8
43831,43831,2,2
43832,43832,2,7
43833,43833,1,2
43834,43834,4,7
43835,43835,3,3
43836,43836,2,4
43837,43837,2,4
43838,43838,5,4
43839,43839,5,4
43840,43840,1,6
43841,43841,5,7
43842,43842,4,2
43843,43843,2,6
43844,43844,1,2
43845,43845,4,7
43846,43846,4,1
43847,43847,1,1
43848,43848,6,3
43849,43849,2,4
43850,43850,5,8
43851,43851,1,6
43852,43852,2,8
43853,43853,6,4
43854,43854,5,2
43855,43855,1,8
43856,43856,5,3
43857,43857,4,1
43858,43858,3,5
43859,43859,2,1
43860,43860,1,6
43861,43861,1,3
43862,43862,5,6
43863,43863,3,4
43864,43864,4,7
43865,43865,6,1
43866,43866,4,5
43867,43867,5,6
43868,43868,5,3
43869,43869,2,3
43870,43870,1,3
43871,43871,2,8
43872,43872,4,1
43873,43873,4,4
43874,43874,3,8
43875,43875,5,6
43876,43876,5,3
43877,43877,5,6
43878,43878,4,3
43879,43879,3,4
43880,43880,1,7
43881,43881,4,5
43882,43882,2,6
43883,43883,1,4
43884,43884,3,7
43885,43885,6,6
43886,43886,6,2
43887,43887,1,5
43888,43888,4,2
43889,43889,2,1
43890,43890,1,8
43891,43891,1,7
43892,43892,1,1
43893,43893,4,7
43894,43894,1,2
43895,43895,6,1
43896,43896,3,6
43897,43897,5,4
43898,43898,5,5
43899,43899,2,6
43900,43900,6,2
43901,43901,3,5
43902,43902,2,8
43903,43903,6,7
43904,43904,3,1
